Place_name,Latitude,Longitude,Address,Borough,Neighborhood,Category_name
Montefiore Medical Group,40.877646,-73.905956,"5525 Broadway, Bronx, NY 10463",Bronx,Kings Bridge,Doctor's Office
Bronx Medical & Dental Plaza,40.84648,-73.885049,"817 E 180th St, Bronx, NY 10460",Bronx,East Tremont,Doctor's Office
Bronx Park Womens Health,40.850551,-73.865593,"2016 Bronxdale Ave, Bronx, NY 10462",Bronx,Van Nest,Doctor's Office
Providence Rest,40.837426,-73.817334,"3304 Waterbury Ave, Bronx, NY 10465",Bronx,Schuvilerville,Doctor's Office
Montefiore Medical Group - Bay Plaza,40.868088,-73.824425,"2100 Bartow Ave, Bronx, NY 10475",Bronx,Coop City,Doctor's Office
City Smiles Center - Frederick W Mitchell DDS,40.869834,-73.82799,"2063B Bartow Ave, Bronx, NY 10475",Bronx,Coop City,Doctor's Office
Kenneth Rosa DC,40.872181,-73.904174,"221 W Kingsbridge Rd, Bronx, NY 10463",Bronx,Kings Bridge Heights,Doctor's Office
"Friedman, Joel M, DDS - Riverdale Oral Surgery",40.885365,-73.914524,"3333 Henry Hudson Pkwy W, Bronx, NY 10463",Bronx,Spuyten Duyvil,Doctor's Office
Ent,40.852569,-73.837656,"1200 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Doctor's Office
Healthway Medical Care Pc,40.850201,-73.893546,"552 E 180th St, Bronx, NY 10457",Bronx,East Tremont,Doctor's Office
21 Avenue Animal Clinic PC,40.782063,-73.913911,"2127 21st Ave, Astoria, NY 11105",Astoria,Astoria,Doctor's Office
Global Pediatrics,40.773793,-73.948907,"1559 York Ave, New York, NY 10028",New York,Uptown,Doctor's Office
"Veronica Ryan, FNP",40.776148,-73.911023,"4904 19th Ave, Astoria, NY 11105",Astoria,Astoria,Doctor's Office
Henry J. Carter Specialty Hospital & Nursing Facility,40.803045,-73.941024,"1752 Park Ave (at 122nd St), New York, NY 10035",New York,Central Harlem,Doctor's Office
Pibly Residential Program,40.812009,-73.908305,"514 Concord Ave, Bronx, NY 10455",Bronx,St. Mary's Park Houses,Doctor's Office
New York Cancer & Blood Specialists,40.860106,-73.84283,"2330 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Doctor's Office
Urgent Care of Eastchester Road,40.859946,-73.842781,"2304 Eastchester Rd, Bronx, NY 10469",Bronx,Hillside,Doctor's Office
Physicians Medical Rehabilitation Associates,40.852191,-73.829195,"3225 Westchester Ave, Bronx, NY 10461",Bronx,Hillside,Doctor's Office
Luis E Guerrero,40.830401,-73.865773,"1216 Beach Ave, Bronx, NY 10472",Bronx,Parkchester,Doctor's Office
Isabella Geriatric Center,40.854551,-73.927369,"515 Audubon Ave, New York, NY 10040",New York,Fort George,Doctor's Office
Pediatric Dentistry of Bronx,40.876978,-73.886049,"3201 Grand Concourse, Bronx, NY 10468",Bronx,Norwood,Doctor's Office
Kaseman Family Chiropractic,40.831207,-73.826387,"3505 E Tremont Ave, Bronx, NY 10465",Bronx,Schuvilerville,Doctor's Office
Industrial Medicine Associates,40.852053,-73.828271,"3250 Westchester Ave (@ St. Paul Ave), Bronx, NY 10461",Bronx,Westchester,Doctor's Office
Montesiore Medical Center-Plstc,40.845969,-73.846432,"1625 Poplar St, Bronx, NY 10461",Bronx,Westchester,Doctor's Office
Montefiore Medical Center Jack D. Weiler Hospital Emergency Department,40.849057,-73.846063,"Albert Einstein Hospital (1825 Eastchester Rd), Bronx, NY 10461",Bronx,Westchester,Doctor's Office
Broadway Eye Care,40.869732,-73.827723,"2075 Bartow Ave, Bronx, NY 10475",Bronx,Coop City,Doctor's Office
Take Care Pharmacy,40.836046,-73.853923,"2134 Starling Ave, Bronx, NY 10462",Bronx,Parkchester,Doctor's Office
Harlem Hospital Center,40.814409,-73.940059,"506 Malcolm X Blvd, New York, NY 10037",New York,Central Harlem,Doctor's Office
Motion Sports Medicine,40.852918,-73.838763,"1250 Waters Pl, Bronx, NY 10461",Bronx,Westchester,Doctor's Office
Cuomo Family Chiropractic Center,40.856519,-73.856269,"2143 Williamsbridge Rd, Bronx, NY 10461",Bronx,Allerton,Doctor's Office
MJHS Hospice and Palliative Care,40.634807,-74.013598,"6323 7th Ave, Brooklyn, NY 11220",Brooklyn,Bayridge,Doctor's Office
Center for Community Health at NewYork-Presbyterian Brooklyn Methodist Hospital,40.668043,-73.978424,"515 6th Ave, Brooklyn, NY 11215",Brooklyn,Park Slope,Doctor's Office
Sight N Save Optical,40.617835,-73.964054,"1634 Coney Island Ave, Brooklyn, NY 11230",Brooklyn,Ocean Parkway,Doctor's Office
Doueck Dental & Sleep Medicine,40.604893,-73.968604,"563 Kings Hwy, Brooklyn, NY 11223",Brooklyn,Gravesend,Doctor's Office
Bay Ridge Medical Imaging,40.608256,-73.961724,"2005 Coney Island Ave (Quentin Road), New York, NY 11223",New York,Gravesend,Doctor's Office
"Marina Perlova, MD & Galina Zaretsky, MD",40.601977,-73.988781,"2327 83rd St, Brooklyn, NY 11214",Brooklyn,Bath Beach,Doctor's Office
Pediatric Ophthalmic Conslnts,40.631396,-73.986493,"1552 49th St, Brooklyn, NY 11219",Brooklyn,Kensington,Doctor's Office
Weill Cornell Medicine,40.692482,-73.99168,"186 Joralemon St (Court Street), Brooklyn, NY 11201",Brooklyn,Boerum Hill,Doctor's Office
Ridgewood Dialysis Center,40.707056,-73.91458,"385 Seneca Ave, Ridgewood, NY 11385",Ridgewood,Linden Hill,Doctor's Office
Interfaith Medical Center,40.678147,-73.937345,"1545 Atlantic Ave (Troy Ave), Brooklyn, NY 11213",Brooklyn,Bedford,Doctor's Office
Eurodental Studio,40.731387,-73.954832,"150 Java St (Manhattan Ave.), Greenpoint, NY 11222",Greenpoint,Greenpoint,Doctor's Office
Spring Ob/Gyn,40.724108,-74.000738,"135 Spring St (Between Wooster and Greene Streets), New York, NY 10012",New York,Downtown,Doctor's Office
"MedRite Urgent Care, Clinton Hill",40.693322,-73.964578,"504 Myrtle Ave (Ryerson), Brooklyn, NY 11205",Brooklyn,Clinton Hill,Doctor's Office
Community Chiropractic,40.673482,-73.972619,"71 8th Ave (Union), Brooklyn, NY 11217",Brooklyn,Park Slope,Doctor's Office
HSS Brooklyn,40.655555,-74.011546,"148 39th St, Brooklyn, NY 11232",Brooklyn,Sunset Park,Doctor's Office
University Orthopaedic Associates - Downstate Medical Center,40.656186,-73.948364,"760 Parkside Ave, Brooklyn, NY 11226",Brooklyn,Prospect,Doctor's Office
St Judes Medical Center,40.642411,-73.90304,"9413 Flatlands Ave (E. 94th St), Brooklyn, NY 11236",Brooklyn,Canarsie,Doctor's Office
Autovision,40.679062,-73.898742,"1751 Bushwick Ave, Brooklyn, NY 11207",Brooklyn,Broadway Junction,Doctor's Office
Mount Sinai Brooklyn,40.618675,-73.942788,"3201 Kings Hwy (at E. 32nd St.), Brooklyn, NY 11234",Brooklyn,Manhattan Terrace,Doctor's Office
Motion Physical Therapy,40.655908,-73.950707,"672 Parkside Ave (Nostrand Ave), Brooklyn, NY 11226",Brooklyn,Prospect,Doctor's Office
SmileAlign Orthodontics: Dr. Ted Wohl,40.609146,-73.95466,"1680 E 19th St (Quentin Road), Brooklyn, NY 11229",Brooklyn,Gravesend,Doctor's Office
Kayla C Cynamon,40.605295,-73.941998,"1894 Haring St, Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Doctor's Office
Digestive Diseases Diagnostic & Treatment Center,40.607866,-73.980172,"214 Avenue P, Brooklyn, NY 11204",Brooklyn,Bensonhurst,Doctor's Office
Irina Berlin Medical PC,40.575991,-73.970095,"3080 W 1st St, Brooklyn, NY 11224",Brooklyn,Brighton Beach,Doctor's Office
Best Medical,40.610662,-73.958377,"1599 E 15th St, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Doctor's Office
"Lew, Mark Dr - Mark B Lew, Md Pediatric Center",40.633552,-73.950502,"2704 Glenwood Rd, Brooklyn, NY 11210",Brooklyn,Flatbush,Doctor's Office
NewYork-Presbyterian Brooklyn Methodist Hospital,40.667859,-73.979245,"506 6th St (7th Ave.), Brooklyn, NY 11215",Brooklyn,Park Slope,Doctor's Office
At Home Solutions,40.579923,-73.958019,"120 Brighton 11th St, Brooklyn, NY 11235",Brooklyn,Brighton Beach,Doctor's Office
Medical Associates,40.709893,-74.005806,"156 William St (btwn Ann & Beekman St), New York, NY 10038",New York,City Hall,Doctor's Office
Veterinary Emergency & Referral Group,40.678328,-73.982794,"196 4th Ave, New York, NY 11217",New York,Fort Greene,Doctor's Office
Institute For Community Living,40.657312,-73.914146,"469 E 98th St, Brooklyn, NY 11212",Brooklyn,Brownsville,Doctor's Office
"Chiu, Gregorio Dr - Advantagecare Physicians Kings Highway Medical Office",40.604736,-73.942386,"3245 Nostrand Ave (at Avenue S), Brooklyn, NY 11229",Brooklyn,Sheepshead Bay,Doctor's Office
JAG-ONE Physical Therapy,40.608545,-73.924765,"4013 Avenue U (Coleman), Brooklyn, NY 11234",Brooklyn,Mill Island,Doctor's Office
Park Slope Veterinary Center,40.663567,-73.994424,"639 4th Ave (19th), Brooklyn, NY 11232",Brooklyn,Gowanus,Doctor's Office
Mind your health,40.615294,-73.958381,"1417 E 16th St, Brooklyn, NY 11230",Brooklyn,Manhattan Terrace,Doctor's Office
Boro Dental Arts,40.749315,-73.936,"29-22 Northern Blvd, New York, NY 11101",New York,Long Island City,Doctor's Office
Tribeca Pediatrics,40.640529,-73.965542,"1322 Cortelyou Rd (Rugby Road), Brooklyn, NY 11226",Brooklyn,Beverly Square West,Doctor's Office
Maimonides Pediatric Primary Care Center,40.630431,-73.996258,"1301 57th St (13th Ave), Brooklyn, NY 11219",Brooklyn,Borough Park,Doctor's Office
Spear Physical Therapy Brooklyn Williamsburg,40.719908,-73.960841,"71 N 7th St (btwn Wythe & Kent Avs), Brooklyn, NY 11249",Brooklyn,North Side,Doctor's Office
University Nursing Home,40.864838,-73.901929,"2505 Grand Ave, Bronx, NY 10468",Bronx,Fordham,Doctor's Office
Vanderbilt Clinic Building,40.841277,-73.941087,"622 W 168th St, New York, NY 10032",New York,Uptown,Doctor's Office
Bronx Lebanon Hospital,40.843716,-73.912166,"1645 Grand Concourse (at Mt. Eden Ave.), Bronx, NY 10452",Bronx,Concourse,Doctor's Office
Park Chiropractic Center,40.782954,-73.955509,"1120 Park Ave (90th Street), New York, NY 10128",New York,Carnegie Hill,Doctor's Office
Westside Veterinary Center,40.785982,-73.977438,"220 W 83rd St (btwn Amsterdam and Broadway), New York, NY 10024",New York,Upper West Side,Doctor's Office
Memorial Sloan Kettering Cancer Center,40.764001,-73.956077,"1275 York Ave (btwn 67th & 68th St), New York, NY 10065",New York,Lenox Hill,Doctor's Office
"Cummings, Allegra Weill Cornell Medicine Obstetrics and Gynecology",40.784171,-73.979043,"232 W 80th St (Broadway), New York, NY 10024",New York,Lincoln Square,Doctor's Office
"Mount Sinai, Department Of Dermatology",40.789201,-73.954046,"5 E 98th St, New York, NY 10029",New York,Carnegie Hill,Doctor's Office
Metropolitan Hospital Center,40.784861,-73.944743,"1901 1st Ave (btwn E 97th & E 99th St), New York, NY 10029",New York,Carnegie Hills,Doctor's Office
Weill Cornell Medical Associates East Side,40.77804,-73.953572,"215 E 85th St (btwn 2nd & 3rd Ave), New York, NY 10028",New York,Carnegie Hills,Doctor's Office
Rockefeller Research Laboratories,40.763916,-73.957047,"430 E 67th St (Memorial Sloan-Kettering Cancer Center), New York, NY 10065",New York,Lenox Hill,Doctor's Office
BluePearl Veterinary Partners,40.766716,-73.987347,"410 W 55th St (9th Avenue), New York, NY 10019",New York,Clinton,Doctor's Office
Chung Ying Physical Therapy & Acupuncture,40.707037,-74.0077,"80 Maiden Ln, New York, NY 10038",New York,Downtown,Doctor's Office
Soul Dental Chelsea,40.739191,-73.999543,"200 W 15th St, New York, NY 10011",New York,Chelsea,Doctor's Office
Flatiron Pediatrics,40.740257,-73.988057,"27 E 22nd St, New York, NY 10010",New York,Chelsea,Doctor's Office
VA Medical Center,40.736876,-73.977444,"423 E 23rd St (at 1st Ave), New York, NY 10010",New York,Bellevue,Doctor's Office
Callen-Lorde Community Health Center,40.743086,-74.003103,"356 W 18th St (btw 8th & 9th), New York, NY 10011",New York,Chelsea,Doctor's Office
Joan H. & Preston Robert Tisch Center at Essex Crossing,40.717237,-73.985582,"171 Delancey St, New York, NY 10002",New York,Downtown,Doctor's Office
Joan H. Tisch Center For Women's Health,40.777478,-73.954424,"207 E 84th St (3rd Avenue), New York, NY 10028",New York,Upper East Side,Doctor's Office
Gouverneur Health,40.713015,-73.988166,"227 Madison St (btw Clinton & Jefferson St), New York, NY 10002",New York,Downtown,Doctor's Office
Lenox Hill Hospital,40.773905,-73.960688,"100 E 77th St (at Lexington Ave), New York, NY 10075",New York,Lenox Hill,Doctor's Office
NewYork-Presbyterian Alexandra Cohen Hospital for Women and Newborns,40.764104,-73.95605,"1283 York Ave, New York, NY 10065",New York,Lenox Hill,Doctor's Office
Perfect Teeth Dental,40.724559,-73.866133,"8811 63rd Dr, Rego Park, NY 11374",Rego Park,LeFrak City,Doctor's Office
COVID-19 Vaccine Hub Site: Mass Vaccination Site - Citi Field,40.757649,-73.844605,"41 Seaver Way, New York, NY 11368",New York,North Corona,Doctor's Office
BluePearl Specialty + Emergency Medicine for Pets,40.720309,-73.842846,"10728 71st Rd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
American Dental Center,40.736217,-73.878261,"8710 Grand Ave (Queens blvd), Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
Barbara Anne Hessel MD,40.724303,-73.846918,"6915 Yellowstone Blvd (69 road), Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
Family Foot Care In Queens,40.703882,-73.797927,"16110 Jamaica Ave, Jamaica, NY 11432",Jamaica,Jamaica,Doctor's Office
Corbin Family Dental Arts,40.766654,-73.783406,"20417 35th Ave, Bayside, NY 11361",Bayside,Bayside,Doctor's Office
Veterinary Emergency Group,40.721291,-73.960515,"87 Kent St (Kent & N 9th), New York, NY 11222",New York,Greenpoint,Doctor's Office
Bellevue Hospital Engineering Department,40.738914,-73.973856,"462 1st Ave (27th St.), New York, NY 10016",New York,East Side,Doctor's Office
Covid19 Testing Facility,40.753089,-73.907579,"Northern Blvd (Broadway), Flushing, NY 11377",Flushing,Sunnyside,Doctor's Office
Citymd,40.760928,-73.917222,"3111 Steinway St (btwn 31st Ave & Broadway), Astoria, NY 11103",Astoria,Astoria,Doctor's Office
Tribeca Pediatrics,40.722633,-73.949388,"288 Driggs Ave (Leonard St), Brooklyn, NY 11222",Brooklyn,Greenpoint,Doctor's Office
Narinder M Kukar Physician Pc,40.728599,-73.891119,"7215 Grand Ave, New York, NY 11378",New York,Maspeth,Doctor's Office
Tam Steven DMD,40.743006,-73.884756,"4225 80th St, Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
Afford Dental PC,40.721435,-73.843105,"10855 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
AFC Urgent Care Howard Beach,40.671022,-73.855802,"13525 79th St, Howard Beach, NY 11414",Howard Beach,Lidenwood,Doctor's Office
Leena Doshi MD,40.756025,-73.815267,"4355 147th St, Flushing, NY 11355",Flushing,Flushing,Doctor's Office
Union Plaza Care Center,40.767217,-73.82698,"3323 Union St, Flushing, NY 11354",Flushing,Down Town Flushing,Doctor's Office
Zucker Hillside Hospital,40.749769,-73.712078,"7559 263rd St, Glen Oaks, NY 11004",Glen Oaks,Glen Oaks,Doctor's Office
Behnam Moghadasian DDS,40.795298,-73.734315,"230 Middle Neck Rd, Great Neck, NY 11021",Great Neck,Saddle Rock,Doctor's Office
"Helen Flamenbaum, MD - Schweiger Dermatology Group",40.763188,-73.690644,"3003 New Hyde Park Rd (Suite 306), North New Hyde Park, NY 11042",North New Hyde Park,Glen Oaks,Doctor's Office
Gaffar Iljana Cohen Childrens Northwell Health Physician Partners Pediatric Cardiology New Hyde Park,40.755691,-73.697209,"1111 Marcus Ave, New Hyde Park, NY 11042",New Hyde Park,Glen Oaks,Doctor's Office
3 D Dental,40.74877,-73.816803,"4805 Kissena Blvd, Flushing, NY 11355",Flushing,Queensboro Hills,Doctor's Office
Jin Yiping Newyork Presbyterian Queens Hospital Flushing,40.747137,-73.825257,"5645 Main St (at Booth Memorial Ave.), Flushing, NY 11355",Flushing,Queensboro Hills,Doctor's Office
Foot and Ankle Center of New York,40.723621,-73.846152,"6939 Yellowstone Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
Neighborhood Radiology Services,40.717305,-73.835973,"11302 Queens Blvd (76th Ave), Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
LIJ Emergency Room,40.754818,-73.708578,"27005 76th Ave, New Hyde Park, NY 11040",New Hyde Park,Glen Oaks,Doctor's Office
NewYork-Presbyterian Medical Group Queens Pediatric Care,40.743932,-73.777374,"19815 Horace Harding Expy (Francis Lewis Boulevard), Fresh Meadows, NY 11365",Fresh Meadows,Fresh Meadows,Doctor's Office
"Queens Hospital Center, N Building - Employees' Lounge",40.716517,-73.803564,"8268 164th St, Jamaica, NY 11432",Jamaica,Jamaica Hills,Doctor's Office
Amarjit Singh,40.693198,-73.827821,"9426 Lefferts Blvd, South Richmond Hill, NY 11419",South Richmond Hill,Richmond Hill,Doctor's Office
Home Care At Its Best,40.720294,-73.732783,"22121 Jamaica Ave, Queens Village, NY 11428",Queens Village,Bellaire,Doctor's Office
Jamaica Hospital EMS 51L CSL,40.685901,-73.824377,"Lefferts Blvd, Queens, NY 11420",Queens,South Richmond Hill,Doctor's Office
Advance Physical Therapy,40.670981,-73.70845,"125 N Central Ave, Valley Stream, NY 11580",Valley Stream,Central Valley Stream,Doctor's Office
South Shore Opticians,40.661858,-73.720001,"1033 Green Acres Mall, Valley Stream, NY 11581",Valley Stream,Rosedale,Doctor's Office
Brooklyn Oral Surgery & Implant Center,40.587793,-73.953708,"1512 Avenue Z, Brooklyn, NY 11235",Brooklyn,Sheepshead Bay,Doctor's Office
Court Square Animal Hospital,40.749705,-73.941606,"4234 Crescent St, Long Island City, NY 11101",Long Island City,Hunters Point,Doctor's Office
Mid Flushing Medical Arts,40.760783,-73.827492,"13678 39th Ave, Flushing, NY 11354",Flushing,Down Town Flushing,Doctor's Office
Metro Eye Md,40.744297,-73.775728,"5847 Francis Lewis Blvd, Oakland Gardens, NY 11364",Oakland Gardens,Fresh Meadows,Doctor's Office
Sage Health Omega-3,40.598759,-73.740523,"604 Jarvis Ave, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Doctor's Office
Allan B Simon DVM,40.582304,-73.837173,"11410 Beach Channel Dr, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Doctor's Office
Bayview Urgent Care,40.58213,-73.837645,"11506 Beach Channel Dr, Queens, NY 11694",Queens,Boardwalk,Doctor's Office
Ronald A Csillag,40.769477,-73.774156,"3438 Bell Blvd, Bayside, NY 11361",Bayside,Bayside,Doctor's Office
Brighter Dental Center,40.725944,-73.718048,"24902 Jericho Tpke, Floral Park, NY 11001",Floral Park,Bellaire,Doctor's Office
Medex Healthcare Multispecialty Center,40.719039,-73.837737,"11129 Queens Blvd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
Forest Hills Pediatric Group,40.722641,-73.842363,"10848 70th Rd, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
Mount Sinai Faculty Practice Associates,40.789141,-73.954262,"5 E 98th St, New York, NY 10029",New York,Carnegie Hill,Doctor's Office
Oasis Family Dental,40.696155,-73.838571,"10911 Jamaica Ave, Richmond Hill, NY 11418",Richmond Hill,Richmond Hill,Doctor's Office
Clinic Nueva Esperanza,40.746369,-73.890252,"7501 Broadway, Elmhurst, NY 11373",Elmhurst,Elmhurst,Doctor's Office
Horowitz Ernest,40.582304,-73.837173,"11412 Beach Channel Dr, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Doctor's Office
Promenade Rehabilitation and Health Care Center,40.578773,-73.834218,"140 Beach 114th St, Rockaway Park, NY 11694",Rockaway Park,Boardwalk,Doctor's Office
Nova Medical,40.602172,-73.752609,"1925 Cornaga Ave, Far Rockaway, NY 11691",Far Rockaway,Far Rockaway,Doctor's Office
NSUH LIJ Diagnostic Imaging Center,40.756108,-73.702201,"450 Lakeville Rd, New Hyde Park, NY 11042",New Hyde Park,Glen Oaks,Doctor's Office
Prestige Dental Care,40.753597,-73.823697,"4370 Kissena Blvd, Flushing, NY 11355",Flushing,Flushing,Doctor's Office
Chapin Home for the Aging,40.714583,-73.801183,"16501 Chapin Pkwy, Queens, NY 11432",Queens,Jamaica Hills,Doctor's Office
Bay Ridge Holistic Healthcare,40.623533,-74.035536,"140 87th St, Brooklyn, NY 11209",Brooklyn,Bayridge,Doctor's Office
Bayonne Medical Center,40.66821,-74.112996,"29 E 29th St, Bayonne, NJ 07002",Bayonne,Centreville,Doctor's Office
Staten Island University Hospital,40.58469,-74.086432,"475 Seaview Ave (btwn Mason Ave & Father Capodanno Blvd), Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
Robert A Miele,40.572741,-74.113095,"364 Edison St, Staten Island, NY 10306",Staten Island,New Dorp,Doctor's Office
Brook Island Medical Associates Ny State Disability,40.634579,-74.109148,"800 Castleton Ave, Staten Island, NY 10310",Staten Island,West New Brighton,Doctor's Office
Victory Internal Medicine PC,40.611517,-74.140955,"2315 Victory Blvd, Staten Island, NY 10314",Staten Island,Meiers Corners,Doctor's Office
Staten Island Mental Health Society,40.635219,-74.103641,"669 Castleton Ave, Staten Island, NY 10301",Staten Island,New Brighton,Doctor's Office
Eden 2 Institute,40.5528,-74.187304,"381 Carlton Blvd, Staten Island, NY 10312",Staten Island,Aspen Knolls,Doctor's Office
Ballal Hebri DDS,40.556462,-74.168581,"3371 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Doctor's Office
Philip E Otterbeck DDS,40.574476,-74.122177,"2517 Amboy Rd, Staten Island, NY 10306",Staten Island,New Dorp,Doctor's Office
Chiro-Med,40.547612,-74.166277,"3705 Richmond Ave, Staten Island, NY 10312",Staten Island,Annadale,Doctor's Office
Home Care,40.6314,-74.118689,"117 Caroline St, Staten Island, NY 10310",Staten Island,West New Brighton,Doctor's Office
Tribeca Pediatrics,40.66021,-73.99499,"5TH Ave (23rd And 24th), Brooklyn, NY 11232",Brooklyn,South Brooklyn,Doctor's Office
"NYC Health + Hospitals/Gotham Health, East New York",40.671716,-73.895242,"2094 Pitkin Ave, Brooklyn, NY 11207",Brooklyn,Broadway Junction,Doctor's Office
Pediatrics Associates,40.67602,-73.970374,"20 Plaza St E (Vanderbilt), Brooklyn, NY 11238",Brooklyn,Park Slope,Doctor's Office
Richmond University Medical Center,40.635626,-74.106403,"355 Bard Ave (Castleton Ave), Staten Island, NY 10310",Staten Island,Randall Manor,Doctor's Office
Regional Radiology,40.635181,-74.106907,"360 Bard Ave (at Castleton Ave), Staten Island, NY 10310",Staten Island,Randall Manor,Doctor's Office
Richmond Radiology PC,40.598331,-74.161935,"2025 Richmond Ave, Staten Island, NY 10314",Staten Island,Willowbrook,Doctor's Office
Allan Hausknecht MD,40.618034,-74.029962,"9201 4th Ave, Brooklyn, NY 11209",Brooklyn,Bayridge,Doctor's Office
Dr Dave Flynn,40.620983,-74.1098,"960 Bard Ave, Staten Island, NY 10301",Staten Island,Silver Lake,Doctor's Office
SIUH Pre-Op Holding,40.58449,-74.085901,"475 Seaview Ave, Staten Island, NY 10305",Staten Island,Midland Beach,Doctor's Office
Krietchman Raymond DDS PC,40.573192,-74.110459,"255 Clawson St, Staten Island, NY 10306",Staten Island,New Dorp,Doctor's Office
Sola Dental Spa,40.546217,-74.165734,"3777 Richmond Ave, Staten Island, NY 10312",Staten Island,Annadale,Doctor's Office
Loving Care Agency,40.508951,-74.267771,"313 State St, Perth Amboy, NJ 08861",Perth Amboy,Downtown,Doctor's Office
"Richmond Physical Therapy, PC",40.556249,-74.168484,"3377 Richmond Ave, Staten Island, NY 10312",Staten Island,Greenridge,Doctor's Office
Women's Health Care Specialist,40.526933,-74.167876,"4855 Hylan Blvd, Staten Island, NY 10312",Staten Island,Huguenot,Doctor's Office
Nick Gerald Faraci,40.526425,-74.17242,"4982 Hylan Blvd, Staten Island, NY 10312",Staten Island,Huguenot,Doctor's Office
Lymphedema Management Associates of Staten Island,40.574525,-74.116977,"97 New Dorp Ln, Staten Island, NY 10306",Staten Island,New Dorp,Doctor's Office
The Healthy Body,40.583442,-74.157161,"271 Kelly Blvd, Staten Island, NY 10314",Staten Island,New Springville,Doctor's Office
One Medical,40.785224,-73.97955,"252 W 81st St (Broadway), New York, NY 10024",New York,Upper West Side,Doctor's Office
Nyu Medical Center,40.741925,-73.974235,"550 1st Ave (btwn E 30th & E 34th St), New York, NY 10016",New York,East Side,Doctor's Office
One Medical,40.741065,-74.005993,"408 W 14th St (9th Ave), New York, NY 10014",New York,Chelsea,Doctor's Office
209 NYC Dental,40.759376,-73.967087,"209 E 56th St (3rd Avenue), New York, NY 10022",New York,East Side,Doctor's Office
Gordon,40.640788,-74.076024,"56 Bay Street Lndg, Staten Island, NY 10301",Staten Island,Brighton Heights,Doctor's Office
Medical Arts Building,40.618797,-74.029644,"9101 4th Ave, Brooklyn, NY 11209",Brooklyn,Bayridge,Doctor's Office
After Hours Medical Care,40.657624,-74.23019,"29 Elmora Ave, Elizabeth, NJ 07202",Elizabeth,Elmora,Doctor's Office
The Spine & Pain Institute Of New York,40.613255,-74.114486,"1534 Victory Blvd, Staten Island, NY 10314",Staten Island,Castleton Corners,Doctor's Office
Veterinary Emergency Group,40.615684,-73.929696,"2220 Flatbush Ave, Brooklyn, NY 11234",Brooklyn,Flatlands,Doctor's Office
Recovery,40.639218,-73.917822,"572 E 80th St, Brooklyn, NY 11236",Brooklyn,Georgetown,Doctor's Office
Kingsbrook Jewish Medical Center,40.659536,-73.933889,"585 Schenectady Ave (btw Winthrop St & Rutland Rd), Brooklyn, NY 11203",Brooklyn,Wingate,Doctor's Office
Sheepshead Nursing and Rehabilitation Center,40.585259,-73.931675,"2840 Knapp St, Brooklyn, NY 11235",Brooklyn,Plum Beach,Doctor's Office
Fried Philip MD,40.741437,-73.786456,"5847 188th St, Fresh Meadows, NY 11365",Fresh Meadows,Fresh Meadows,Doctor's Office
Atria Forest Hills,40.722028,-73.836841,"11250 72nd Ave, Forest Hills, NY 11375",Forest Hills,Forest Hills,Doctor's Office
Queens Medical Group,40.705634,-73.798992,"8931 161st St (90 Ave.), Jamaica, NY 11432",Jamaica,Jamaica,Doctor's Office
David H. Koch Center for Cancer Care at Memorial Sloan Kettering Cancer Center,40.767208,-73.95097,"530 E 74th St, New York, NY 10021",New York,Lenox Hill,Doctor's Office
Metro UrgiCare,40.834753,-73.858276,"1990 McGraw Ave, Bronx, NY 10462",Bronx,Parkchester,Doctor's Office
Medalliance Medical Health Services,40.858341,-73.883869,"625 E Fordham Rd (Arthur Ave), Bronx, NY 10458",Bronx,Belmont,Doctor's Office
Francisco E Bautista Vitie MD,40.81748,-73.924037,"234 E 149th St, Bronx, NY 10451",Bronx,Patterson Houses,Doctor's Office
Department Of Urology,40.841377,-73.94341,"161 Fort Washington Ave, New York, NY 10032",New York,Uptown,Doctor's Office
The Veterinarian At Co,40.746625,-73.941794,"2719 44th Dr (21st street), Long Island City, NY 11101",Long Island City,Hunters Point,Doctor's Office
"Robin Unger, MD",40.769741,-73.965225,"710 Park Ave, New York, NY 10021",New York,Lenox Hill,Doctor's Office
Upper East Smiles,40.77296,-73.955867,"261 E 78th St (2nd Ave), New York, NY 10075",New York,Upper East Side,Doctor's Office
